,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
600,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,972.0,1000.0,,107.0,,,10.1016/j.jallcom.2019.04.291,,0.39266222565150827
387,Co1 Cr1 Fe1 Ni1,ANNEAL,T,25.0,,8.2,FCC,,190.0,453.0,,226.0,39.0,,10.1016/j.actamat.2015.08.076,,0.07675496180430717
273,Al1 Nb1 Ti1 V1,,,800.0,5.5,5.496265861,BCC,,685.0,,,103.9545112,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.2767218359786864
166,Al1 Cr1 Mo1 Nb1 Ti1,ANNEAL,C,1000.0,,6.6,BCC,,550.0,,,,,,10.1007/s11661-017-4386-1,,0.22218541574931022
861,Co1 Ni1,,C,25.0,8.875,8.870783937,FCC,,107.0,,,204.5271493,42.4,,,Prof.Yeh-3dtransitional,0.043225162700320355
646,Hf1 Nb1 Ta1 Ti1 Zr1,,,600.0,9.9,9.893530612,BCC,,675.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.27268210114688074
484,Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,CAST,C,800.0,,6.7,BCC,322.5,135.0,,,100.0,50.0,,10.1007/s40195-019-00921-3,,0.054536420229376145
850,Nb1 Ti1 V2 Zr1,,,600.0,6.3,6.404764627,BCC,,571.0,,,104.6359102,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.23066885889610209
504,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-269.0,,8.4,BCC,,2250.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.9089403371562691
243,Al1 Cr1 Fe1 Ni1,,C,25.0,6.3,6.260628877,BCC,472.0,1406.0,2927.0,,178.9440311,29.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.567986717351873
566,Hf1 Mo1 Nb1 Ti1 Zr1,ANNEAL,C,1000.0,,8.7,BCC,,635.0,654.0,,128.0,,,10.1016/j.matdes.2015.05.019,,0.2565231618196582
562,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,1000.0,,8.7,BCC,,721.0,,,128.0,50.0,,10.3390/e21010015,,0.2912648813731867
686,Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,ANNEAL,C,25.0,,7.4,BCC,,1603.0,,,156.0,,20.0,10.1016/j.matdes.2015.06.072,,0.6475694935384442
189,Al1 Mo1 Nb1 Ti1,ANNEAL,C,1200.0,,6.5,BCC,,200.0,,,151.0,,,10.1007/s11661-017-4386-1,,0.08079469663611281
782,Mo1 Nb1 Ti1 V0.75 Zr1,,C,25.0,7.2,7.163833007,BCC,,1708.0,3929.0,,141.0583056,29.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6899867092724034
699,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,600.0,,10.0,BCC,,593.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.23955627552607447
475,Fe1 Mn1 Ni1,,T,25.0,8.1,8.058794341,FCC,,221.0,602.0,,203.0095102,36.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.08927813978290465
681,Mo1.7 Nb1 Ti1 V1 Zr1,,C,25.0,7.5,7.464302832,BCC,,1645.0,,,161.2548363,15.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6645363798320278
510,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-103.0,,8.4,BCC,,1380.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.5574834067891784
58,Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,7.6,FCC,,159.0,410.0,,210.0,,,10.1016/j.actamat.2018.12.010,,0.06423178382570968
474,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,221.0,602.0,,203.0,49.0,,10.1016/j.actamat.2014.08.026,,0.08927813978290465
560,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,25.0,,8.7,BCC,,1351.0,,,128.0,9.0,,10.3390/e21010015,,0.545768175776942
747,Mo2 Nb1 Ti1 V1 Zr1,,C,25.0,7.6,7.588602845,BCC,,1765.0,,,168.7989452,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7130131978136955
252,Al1 Cr1 Mo1 Nb1 Ti1,,,1000.0,6.6,6.565952966,BCC,,594.0,,,170.0203827,15.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.23996024900925506
21,Al0.25 Co1 Fe1 Ni1,,C,25.0,7.9,7.886957534,FCC,138.0,158.0,,,191.8170678,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.06382781034252911
313,Co1 Cr0.2 Fe1 Ni1 Si0.2,WROUGHT,T,25.0,,7.8,FCC,318.2,705.0,1070.0,,195.0,10.0,,10.1016/j.jmmm.2019.01.096,,0.28480130564229766
459,Cr1 Mo1 Nb1 Ti1,ANNEAL,C,20.0,,7.6,BCC,,1630.0,,,196.0,,,10.1016/j.actamat.2019.06.006,,0.6584767775843194
160,Al1 Cr1 Mo1 Nb1 Ti1,CAST,C,600.0,,6.6,BCC,,1060.0,1170.0,,170.0,3.0,,10.1016/j.jallcom.2015.11.050,,0.4282118921713979
276,Al1 Nb1 Ti1 V1,,C,25.0,5.5,5.496265861,BCC,,1000.0,1280.0,,103.9545112,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.40397348318056403
191,Al1 Nb1 Ta1 Ti1,CAST,C,20.0,,8.2,BCC,,1152.0,,,120.0,,,10.1016/j.actamat.2019.06.006,,0.4653774526240098
385,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,172.0,504.0,210.0,226.0,,,10.1016/j.actamat.2019.04.017,,0.06948343910705701
805,Nb1 Ta1 Ti1 V1,CAST,C,25.0,,9.2,BCC,,1092.0,,,134.0,,,10.1016/j.proeng.2012.03.043,,0.44113904363317596
413,Co1 Mn1 Ni1,WROUGHT,T,25.0,,8.4,FCC,,333.0,569.0,190.0,202.0,38.0,,10.1016/j.actamat.2019.04.017,,0.13452316989912783
491,Hf0.25 Ti1 V0.5 Zr0.5,CAST,C,800.0,,6.5,BCC,338.3,85.0,,,100.0,50.0,,10.1007/s40195-019-00921-3,,0.034337746070347945
343,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,320.0,,,220.0,,,10.1016/j.msea.2019.04.025,,0.1292715146177805
769,Mo1 Nb1 Ta1 W1,,,800.0,13.8,13.65986331,BCC,,552.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.22299336271567136
308,Co1 Cr0.25 Ni1,WROUGHT,T,25.0,,8.7,FCC,,745.0,824.0,223.0,213.0,36.0,,10.1016/j.actamat.2019.04.017,,0.30096024496952023
661,Mo0.1 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.6,BCC,,932.0,,,102.0,,45.0,10.1016/j.matdes.2015.06.072,,0.3765032863242857
130,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,500.0,,6.3,BCC,,1120.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.4524503011622317
663,Mo0.3 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,6.8,BCC,,1312.0,,,112.0,,50.0,10.1016/j.matdes.2015.06.072,,0.5300132099329
99,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,1100.0,7.6,7.621679625,FCC,,80.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.032317878654445124
372,Co1 Cr1 Fe1 Mo0.15 Ni1,WROUGHT,T,25.0,,8.3,,,952.0,1122.0,,,,14.2,10.1016/j.msea.2019.05.078,,0.384582755987897
87,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,300.0,,7.6,FCC,,411.0,,,,27.0,,10.1007/s11661-005-0218-9,,0.16603310158721182
458,Cr1 Fe1 Ni1 Ti0.6,CAST,C,25.0,,7.2,BCC,718.2,1923.15,,,204.0,,,10.1557/jmr.2019.40,,0.7769016041787018
330,Co1 Cr1 Fe1 Mn1 Ni1,ANNEAL,C,25.0,,8.0,FCC,,230.0,,,220.0,,75.0,10.1134/S0031918X17060084,,0.09291390113152974
214,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,,C,25.0,6.8,6.803137068,BCC,,1804.0,2280.0,,187.8028973,9.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7287681636577376
466,Cu1 Mn1 Ni1 Zn0.25,CAST,C,25.0,,8.3,FCC,109.0,140.0,,,169.0,65.0,,10.1016/j.jallcom.2015.07.285,,0.056556287645278966
121,Al0.8 Co1 Cr1 Fe1 Ni1 Ti0.2,,C,25.0,,6.8,,,968.0,,,,30.1,,10.1016/j.jallcom.2018.01.247,,0.391046331718786
614,Hf1 Nb1 Ti1 Zr1,CAST,C,1000.0,,8.4,BCC,,154.0,,,89.0,51.0,,10.1007/s12598-019-01310-6,,0.06221191640980686
20,Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5,,C,25.0,7.455,7.458566983,FCC,,750.0,,102.5,189.296876,38.5,,,Prof.Yeh-3dtransitional,0.30298011238542305
700,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,800.0,,10.0,BCC,,564.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.22784104451383813
71,Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,T,-70.0,,7.1,,,570.0,1143.0,,,18.0,,10.1016/j.actamat.2016.11.016,,0.2302648854129215
106,Al0.5 Mo1 Nb1 Ti1 V1,,C,25.0,6.8,6.817877503,BCC,487.0,1625.0,,,155.5890876,11.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6564569101684166
270,Al1 Nb1 Ta1 Ti1 V1,,C,25.0,7.9,7.891870036,BCC,,993.0,,121.0,121.5333728,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4011456687983001
860,Nb1 Ti1 V1 Zr1,CAST,C,25.0,6.521,6.458317279,BCC,,1051.0,,,100.1988131,50.0,50.0,,Prof.Yeh-RHEA,0.42457613082277285
435,Co1 Cr1 Fe1 Mn1 Ni1,,C,25.0,8.025,8.027647867,FCC,144.0,230.0,,,219.8823361,,,,Prof.Yeh-3dtransitional,0.09291390113152974
102,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.3,BCC,396.0,1302.0,,97.0,104.0,46.0,,10.1016/j.jallcom.2014.11.064,,0.5259734751010944
